accident_index,accident_year,accident_reference,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,datetime
2018135A80850,2018,135A80850,414160,434473,-1.786468,53.806376,West Yorkshire,Slight,2,2,2018-10-08,Monday,13:46:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010808,2018-10-08T12:46:00Z
2018135A90240,2018,135A90240,419107,432648,-1.711462,53.789817,West Yorkshire,Slight,2,2,2018-10-09,Tuesday,07:10:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010610,2018-10-09T06:10:00Z
2018135A90414,2018,135A90414,415965,431726,-1.759201,53.781635,West Yorkshire,Slight,1,1,2018-10-09,Tuesday,07:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010733,2018-10-09T06:30:00Z
2018135A91127,2018,135A91127,417147,434114,-1.741132,53.803061,West Yorkshire,Slight,1,1,2018-10-09,Tuesday,15:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010829,2018-10-09T14:00:00Z
2018135A91366,2018,135A91366,411963,434206,-1.819839,53.804031,West Yorkshire,Slight,3,1,2018-10-09,Tuesday,16:45:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010800,2018-10-09T15:45:00Z
2018135AA1382,2018,135AA1382,404577,437674,-1.931937,53.835316,West Yorkshire,Slight,2,1,2018-10-10,Wednesday,06:20:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Roundabout,30,Mini-roundabout,Give way or uncontrolled,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010861,2018-10-10T05:20:00Z
2018135AB0274,2018,135AB0274,406121,442206,-1.908387,53.876034,West Yorkshire,Slight,2,2,2018-10-11,Thursday,07:14:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Roundabout,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,Non-trunk,E01010727,2018-10-11T06:14:00Z
2018135AB0390,2018,135AB0390,405448,440266,-1.918657,53.858605,West Yorkshire,Slight,2,1,2018-10-11,Thursday,08:47:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010714,2018-10-11T07:47:00Z
2018135AC0316,2018,135AC0316,417712,440609,-1.732181,53.861417,West Yorkshire,Serious,1,1,2018-10-12,Friday,08:05:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,40,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining + high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010685,2018-10-12T07:05:00Z
2018135AC0584,2018,135AC0584,415989,433232,-1.758759,53.79517,West Yorkshire,Serious,1,1,2018-10-12,Friday,10:45:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,One way street,30,Other junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01033691,2018-10-12T09:45:00Z
2018135AC0740,2018,135AC0740,416755,432671,-1.747161,53.790104,West Yorkshire,Serious,2,1,2018-10-12,Friday,12:19:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Dual carriageway,40,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine + high winds,Wet or damp,None,None,Urban,Yes,Non-trunk,E01010613,2018-10-12T11:19:00Z
2018135AC1324,2018,135AC1324,414503,433646,-1.781298,53.798934,West Yorkshire,Serious,1,1,2018-10-12,Friday,17:02:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010812,2018-10-12T16:02:00Z
2018135AC1386,2018,135AC1386,416065,443231,-1.757086,53.885037,West Yorkshire,Serious,2,1,2018-10-12,Friday,17:20:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,60,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine + high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010770,2018-10-12T16:20:00Z
2018135AC1518,2018,135AC1518,411282,447843,-1.829683,53.926613,West Yorkshire,Serious,3,4,2018-10-12,Friday,18:19:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010697,2018-10-12T17:19:00Z
2018135AC1551,2018,135AC1551,416986,432998,-1.743637,53.793035,West Yorkshire,Slight,2,1,2018-10-12,Friday,19:47:00,Bradford,E08000032,E08000032,A,NA,Dual carriageway,30,Crossroads,Auto traffic signal,A,NA,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010613,2018-10-12T18:47:00Z
2018135AD2194,2018,135AD2194,409711,430644,-1.854143,53.772062,West Yorkshire,Slight,1,1,2018-10-13,Saturday,23:30:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Rural,Yes,Non-trunk,E01010753,2018-10-13T22:30:00Z
2018135AE0559,2018,135AE0559,403898,445377,-1.94216,53.904555,West Yorkshire,Slight,2,3,2018-10-14,Sunday,09:09:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Rural,Yes,Non-trunk,E01010642,2018-10-14T08:09:00Z
2018135AF0150,2018,135AF0150,419180,431880,-1.710402,53.782911,West Yorkshire,Slight,2,1,2018-10-15,Monday,03:37:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010612,2018-10-15T02:37:00Z
2018135AF1406,2018,135AF1406,418078,435065,-1.726941,53.811577,West Yorkshire,Slight,1,1,2018-10-15,Monday,07:50:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Give way or uncontrolled,A,NA,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010825,2018-10-15T06:50:00Z
2018135AG0578,2018,135AG0578,417432,436421,-1.736675,53.823786,West Yorkshire,Slight,2,2,2018-10-15,Monday,19:20:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010604,2018-10-15T18:20:00Z
2018135AG0935,2018,135AG0935,419225,430177,-1.709824,53.767603,West Yorkshire,Slight,4,1,2018-10-16,Tuesday,14:10:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010814,2018-10-16T13:10:00Z
2018135AG1208,2018,135AG1208,415138,434638,-1.771609,53.807832,West Yorkshire,Slight,2,1,2018-10-16,Tuesday,16:15:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,20,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010679,2018-10-16T15:15:00Z
2018135AH0438,2018,135AH0438,413317,447640,-1.798702,53.924741,West Yorkshire,Slight,2,1,2018-10-17,Wednesday,09:25:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010696,2018-10-17T08:25:00Z
2018135AH1382,2018,135AH1382,415002,435792,-1.773619,53.818208,West Yorkshire,Slight,2,1,2018-10-17,Wednesday,16:10:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010793,2018-10-17T15:10:00Z
2018135AH1424,2018,135AH1424,405462,440684,-1.918437,53.862362,West Yorkshire,Slight,1,1,2018-10-17,Wednesday,17:12:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010725,2018-10-17T16:12:00Z
2018135AH1444,2018,135AH1444,416950,428035,-1.744454,53.74843,West Yorkshire,Serious,2,1,2018-10-17,Wednesday,17:19:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010865,2018-10-17T16:19:00Z
2018135AH1511,2018,135AH1511,413897,433665,-1.790497,53.799121,West Yorkshire,Slight,2,1,2018-10-17,Wednesday,17:45:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010803,2018-10-17T16:45:00Z
2018135AH2231,2018,135AH2231,418113,430967,-1.726648,53.774743,West Yorkshire,Slight,2,1,2018-10-13,Saturday,08:40:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010615,2018-10-13T07:40:00Z
2018135AI0459,2018,135AI0459,405942,440437,-1.911143,53.860136,West Yorkshire,Slight,3,1,2018-10-18,Thursday,10:05:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010711,2018-10-18T09:05:00Z
2018135AI0548,2018,135AI0548,415596,433090,-1.764732,53.793905,West Yorkshire,Slight,2,1,2018-10-18,Thursday,10:55:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010834,2018-10-18T09:55:00Z
2018135AI1269,2018,135AI1269,414856,434178,-1.775914,53.803705,West Yorkshire,Slight,1,1,2018-10-18,Thursday,14:00:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010840,2018-10-18T13:00:00Z
2018135AI1374,2018,135AI1374,415528,431548,-1.765841,53.780048,West Yorkshire,Slight,1,1,2018-10-18,Thursday,15:30:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,Non-trunk,E01010733,2018-10-18T14:30:00Z
2018135AJ0263,2018,135AJ0263,415393,439254,-1.767507,53.849312,West Yorkshire,Slight,2,1,2018-10-19,Friday,07:00:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010577,2018-10-19T06:00:00Z
2018135AJ0503,2018,135AJ0503,418759,433097,-1.716718,53.793865,West Yorkshire,Slight,3,2,2018-10-19,Friday,10:05:00,Bradford,E08000032,E08000032,B,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010620,2018-10-19T09:05:00Z
2018135AJ0587,2018,135AJ0587,416056,434796,-1.757661,53.809225,West Yorkshire,Slight,2,1,2018-10-19,Friday,11:00:00,Bradford,E08000032,E08000032,A,NA,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033693,2018-10-19T10:00:00Z
2018135AJ0695,2018,135AJ0695,415810,433453,-1.761465,53.797161,West Yorkshire,Serious,2,1,2018-10-19,Friday,12:05:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,T or staggered junction,Auto traffic signal,B,NA,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01033691,2018-10-19T11:05:00Z
2018135AJ1161,2018,135AJ1161,418693,435777,-1.717558,53.817955,West Yorkshire,Slight,2,1,2018-10-19,Friday,16:10:00,Bradford,E08000032,E08000032,Unclassified,first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,NA,Unknown,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,Non-trunk,E01010649,2018-10-19T15:10:00Z
